BOR;AN;FI;FI_EJ;PERSO;PRESTA;MAD;FI1;FI2
Q26;2014;010000024;010780054;M1000;1;1;010007987;
Q26;2014;010000024;010780054;M1010;1;1;010007987;
Q26;2014;010000024;010780054;M3000;1;0;;
Q26;2014;010000024;010780054;N2000;1;;;
Q26;2014;010000032;010780062;M1000;;1;730000015;
Q26;2014;010000032;010780062;M1010;;1;730000015;
Q26;2014;010000032;010780062;M2000;;1;730000015;
Q26;2014;010000032;010780062;M3000;;1;730000015;
Q26;2014;010000032;010780062;N1000;;1;730000015;010007987
Q26;2014;010000032;010780062;N2000;1;0;;
Q26;2014;010000065;010780096;M1000;;1;690782222;
Q26;2014;010000065;010780096;N2000;1;1;690782230;
Q26;2014;010000081;010780112;M3000;0;1;740781133;
Q26;2014;010000081;010780112;N2000;1;0;;
Q26;2014;010000107;010780138;M1000;;1;010780054;
Q26;2014;010000107;010780138;M1010;0;1;010780054;
Q26;2014;010000107;010780138;N1000;0;1;010780054;
Q26;2014;010000107;010780138;N2000;1;1;010780054;
Q26;2014;010000107;010780138;N5000;0;1;010780054;
Q26;2014;010000131;010009132;N1000;0;1;010780989;
Q26;2014;010000495;010783009;M1010;1;1;690781810;
Q26;2014;010000495;010783009;M3000;0;1;690781810;
Q26;2014;010002129;750056335;N2000;1;0;;
Q26;2014;010002129;750056335;N3000;1;0;;
Q26;2014;010005239;010008407;M1010;1;0;;
Q26;2014;010005239;010008407;M3000;0;1;010780054;
Q26;2014;010005239;010008407;N2000;1;0;;
Q26;2014;010006526;690796552;N2000;1;0;;
Q26;2014;010780195;010000156;N4000;0;1;01078952;
Q26;2014;010780203;010006450;M1000;1;0;;
Q26;2014;010780203;010006450;M1010;1;0;;
Q26;2014;010780203;010006450;M3000;1;0;;
Q26;2014;010780203;010006450;N2000;1;0;;
Q26;2014;010780203;010006450;N4000;0;1;690780416;
Q26;2014;010780252;010783009;M1000;1;0;;
Q26;2014;010780252;010783009;M1010;1;0;;
Q26;2014;010780252;010783009;N1000;;1;010000495;
Q26;2014;010780252;010783009;N2000;1;0;;
Q26;2014;010780252;010783009;N4000;1;0;;
Q26;2014;010780278;010783009;M1000;1;0;;
Q26;2014;010780278;010783009;M1010;1;0;;
Q26;2014;010780278;010783009;N1000;0;1;010780799;
Q26;2014;010780278;010783009;N2000;1;0;;
Q26;2014;010780278;010783009;N4000;1;1;010007987;
Q26;2014;010780310;010000222;N1000;0;1;010780799;
Q26;2014;010780310;010000222;N2000;1;0;;
Q26;2014;010780328;010000222;N1000;0;1;010780799;
Q26;2014;010780328;010000222;N2000;1;0;;
Q26;2014;010780476;750005068;N1000;1;0;;
Q26;2014;010780492;360000707;N2000;1;0;;
Q26;2014;010780799;750721334;N2000;1;0;;
Q26;2014;010780799;750721334;N3000;1;0;;
Q26;2014;020000089;020000022;M1000;0;1;020000162;020000394
Q26;2014;020000089;020000022;M2000;0;1;020000162;
Q26;2014;020000089;020000022;M3000;0;1;020000162;020000394
Q26;2014;020000089;020000022;N2000;0;1;020000246;
Q26;2014;020000105;020000055;N2000;;1;590000469;020000071
Q26;2014;020000105;020000055;N5000;;1;020004495;
Q26;2014;020000162;020000063;M1010;1;1;800000044;800000093
Q26;2014;020000162;020000063;N2000;1;0;;
Q26;2014;020000303;750814030;M3000;;1;770000131;020000261
Q26;2014;020000303;750814030;N1000;0;1;750814030;
Q26;2014;020000360;020014742;N1000;0;1;510000227;
Q26;2014;020000360;020014742;N2000;1;;;
Q26;2014;020000394;020000253;M1000;1;;;
Q26;2014;020000394;020000253;M1010;1;1;020000535;020000063
Q26;2014;020000394;020000253;M2000;1;1;800000044;800000192
Q26;2014;020000394;020000253;M3000;1;1;800000044;800000192
Q26;2014;020000394;020000253;N2000;1;1;020000261;
Q26;2014;020000535;020000287;M1000;0;1;020000063;800000192
Q26;2014;020000535;020000287;M2000;0;1;020000063;
Q26;2014;020000535;020000287;M3000;0;1;020000063;
Q26;2014;020000915;020003620;M1000;0;1;600000285;800000044
Q26;2014;020001061;020004404;M1010;;1;510000516;
Q26;2014;020001061;020004404;N4000;;1;020000303;
Q26;2014;020001087;020004495;M1000;1;;;
Q26;2014;020001087;020004495;M1010;1;;;
Q26;2014;020001087;020004495;M3000;1;;;
Q26;2014;020004156;590805065;M1000;0;1;020000295;
Q26;2014;020004156;590805065;M1010;0;1;020000295;
Q26;2014;020004156;590805065;N1000;0;1;020014767;
Q26;2014;020004156;590805065;N2000;1;;;
Q26;2014;020010310;750719361;N2000;1;0;;
Q26;2014;020014767;590805065;M1000;0;1;020012639;
Q26;2014;020014767;590805065;M1010;0;1;020012639;020000063
Q26;2014;020014767;590805065;N1000;0;1;020004156;
Q26;2014;020014767;590805065;N2000;1;0;;
Q26;2014;020014767;590805065;N5000;0;1;020004156;
Q26;2014;030000012;030180020;N1000;0;1;030002208;
Q26;2014;030000012;030180020;N2000;1;1;030780100;
Q26;2014;030000061;030780092;M1000;1;;;
Q26;2014;030000061;030780092;M1010;1;1;030780118;
Q26;2014;030000061;030780092;M2000;1;1;630780989;
Q26;2014;030000087;030780118;M1000;1;1;630000404;
Q26;2014;030000087;030780118;M1010;;1;630000404;
Q26;2014;030000087;030780118;M2000;0;1;630000404;
Q26;2014;030000087;030780118;N1000;0;1;880000021;
Q26;2014;030000095;030780126;N1000;0;1;030002208;
Q26;2014;030000095;030780126;N2000;1;0;;
Q26;2014;030000095;030780126;N3000;0;1;030000061;
Q26;2014;030000095;030780126;N5000;0;1;580972685;710978255
Q26;2014;030000160;030780282;N2000;1;0;;
Q26;2014;030002208;030002158;M3000;;1;030000087;030000079
Q26;2014;030002208;030002158;N1000;;1;630781003;
Q26;2014;030003669;630000990;M1000;;1;030000079;
Q26;2014;030003669;630000990;N2000;1;1;030000079;
Q26;2014;030003719;630000990;M1010;;1;030780092;
Q26;2014;030003719;630000990;N2000;;1;030780092;
Q26;2014;030003768;630000990;M1010;;1;030000087;
Q26;2014;030003768;630000990;N2000;;1;030000087;
Q26;2014;040000036;040780132;N1000;;1;040000077;
Q26;2014;040000036;040780132;N2000;;1;040000077;
Q26;2014;040000044;040780140;N1000;;1;040003972;
Q26;2014;040000077;040780199;N1000;0;1;040780132;
Q26;2014;040000077;040780199;N2000;0;1;040780132;
Q26;2014;040000077;040780199;N3000;0;1;040780132;
Q26;2014;040000093;040780215;M2000;0;1;130041916;130786049
Q26;2014;040000093;040780215;M3000;0;1;130786049;130041916
Q26;2014;040000093;040780215;N1000;0;1;130041916;
Q26;2014;040000093;040780215;N4000;0;1;130041916;
Q26;2014;040000119;040780231;N2000;1;0;;
Q26;2014;040000127;040780249;N1000;0;1;040788879;
Q26;2014;040000127;040780249;N2000;1;0;;
Q26;2014;040780389;040000150;N2000;1;0;;
Q26;2014;040780470;040000192;N2000;1;;;
Q26;2014;040780488;040000200;N2000;1;;;
Q26;2014;040782021;130037815;N5000;1;;;
Q26;2014;040784860;330029208;N2000;1;0;;
Q26;2014;050000066;050000082;N2000;1;;;
Q26;2014;050000231;050000116;M1000;1;0;;
Q26;2014;050000231;050000116;M1010;1;1;050002948;
Q26;2014;050000231;050000116;M2000;1;0;;
Q26;2014;050000231;050000116;M3000;1;0;;
Q26;2014;050000231;050000116;N2000;1;0;;
Q26;2014;050000256;050000124;M1000;1;1;050002948;
Q26;2014;050000256;050000124;M1010;1;1;050002948;
Q26;2014;050000256;050000124;N1000;;1;050000108;
Q26;2014;050000306;050000538;N2000;1;0;;
Q26;2014;050000306;050000538;N5000;1;0;;
Q26;2014;050000488;050000678;N3000;;1;050000991;
Q26;2014;050000488;050000678;N4000;1;;;
Q26;2014;050001064;050000561;N1000;0;1;050006709;
Q26;2014;050003359;380793802;M1010;;1;050000231;
Q26;2014;050003359;380793802;N2000;;1;050000231;
Q26;2014;050006022;380793802;M1010;;1;050000348;
Q26;2014;050007368;050007343;M1000;0;1;050000090;
Q26;2014;050007368;050007343;M1010;0;1;050000090;
Q26;2014;050007368;050007343;N1000;0;1;050000090;
Q26;2014;050007368;050007343;N2000;0;1;050000090;050000116
Q26;2014;050007368;050007343;N3000;0;1;050000090;
Q26;2014;050007368;050007343;N5000;0;1;050000090;
Q26;2014;060000296;060780640;N2000;1;0;;
Q26;2014;060000296;060780640;N3000;1;0;;
Q26;2014;060000445;060780814;N2000;1;1;060002102;
Q26;2014;060000478;060780897;M1000;;1;060785011;
Q26;2014;060000478;060780897;M1010;;1;060785011;
Q26;2014;060000478;060780897;M2000;;1;060785011;060780988
Q26;2014;060000478;060780897;M3000;;1;060785011;
Q26;2014;060000510;060780954;M1010;;1;060780897;
Q26;2014;060000510;060780954;M2000;;1;060780897;
Q26;2014;060000510;060780954;N2000;1;0;;
Q26;2014;060000510;060780954;N4000;0;1;260600200;
Q26;2014;060000528;060780962;N2000;1;0;;
Q26;2014;060000528;060780962;N4000;1;0;;
Q26;2014;060000544;060780988;M2000;;1;830000311;060000478
Q26;2014;060000544;060780988;N1000;;1;060788957;
Q26;2014;060000544;060780988;N4000;1;;;
Q26;2014;060000544;060780988;N5000;1;;;
Q26;2014;060001450;060785011;M1010;0;1;060780988;060794013
Q26;2014;060001450;060785011;N2000;1;0;;
Q26;2014;060002102;060791761;N2000;1;0;;
Q26;2014;060005469;750043994;N2000;1;0;;
Q26;2014;060006558;060798865;N2000;1;;;
Q26;2014;060010188;060000221;N2000;1;0;;
Q26;2014;060019676;060790540;N2000;1;0;;
Q26;2014;060019676;060790540;N5000;1;0;;
Q26;2014;060019684;060790540;N2000;1;0;;
Q26;2014;060019684;060790540;N5000;1;0;;
Q26;2014;060021201;060000155;N1000;0;1;060781200;
Q26;2014;060021201;060000155;N2000;1;0;;
Q26;2014;060021276;060790540;N2000;1;0;;
Q26;2014;060021276;060790540;N5000;1;0;;
Q26;2014;060021417;060000221;N2000;1;0;;
Q26;2014;060022845;060790797;N5000;1;;;
Q26;2014;060780145;060000049;N2000;1;;;
Q26;2014;060780186;060006939;N2000;1;0;;
Q26;2014;060780277;750043994;N2000;1;0;;
Q26;2014;060780343;060000171;N2000;1;0;;
Q26;2014;060780392;060000205;N2000;1;0;;
Q26;2014;060780459;010783009;M1010;0;1;060780897;
Q26;2014;060780459;010783009;M2000;0;1;060780988;
Q26;2014;060780459;010783009;M3000;0;1;060780897;
Q26;2014;060780459;010783009;N2000;1;0;;
Q26;2014;060780491;060790797;N1000;1;0;;
Q26;2014;060780491;060790797;N2000;1;0;;
Q26;2014;060780517;060000239;N2000;1;0;;
Q26;2014;060780517;060000239;N5000;1;0;;
Q26;2014;060780558;750720575;N1000;1;0;;
Q26;2014;060780558;750720575;N2000;1;0;;
Q26;2014;060780558;750720575;N3000;1;0;;
Q26;2014;060780558;750720575;N5000;1;0;;
Q26;2014;060780590;060000270;M3000;1;;;
Q26;2014;060780590;060000270;N2000;1;;;
Q26;2014;060780665;060000312;N2000;1;0;;
Q26;2014;060780699;060000346;N2000;1;0;;
Q26;2014;060780715;060000361;N2000;1;0;;
Q26;2014;060780715;060000361;N4000;1;0;;
Q26;2014;060780723;060004959;N2000;1;;;
Q26;2014;060780749;060000395;M1010;1;0;;
Q26;2014;060780749;060000395;N2000;1;0;;
Q26;2014;060780947;060800174;M1000;;1;060785011;
Q26;2014;060780947;060800174;M1010;;1;060785011;
Q26;2014;060780947;060800174;M2000;;1;060785011;
Q26;2014;060780947;060800174;M3000;;1;060785011;
Q26;2014;060780947;060800174;N1000;;1;060785011;
Q26;2014;060780947;060800174;N2000;;1;060785011;
Q26;2014;060780947;060800174;N4000;;1;060785011;
Q26;2014;060780996;630786754;M1010;1;1;060785011;
Q26;2014;060780996;630786754;N2000;1;1;060785011;
Q26;2014;060780996;630786754;N5000;1;;;
Q26;2014;060781200;060000635;N1000;0;1;060780715;
Q26;2014;060781200;060000635;N2000;1;0;;
Q26;2014;060781374;060000718;N2000;1;0;;
Q26;2014;060785003;060785011;M1010;0;1;060000528;060791761
Q26;2014;060785003;060785011;N2000;1;0;;
Q26;2014;060785219;060001468;N2000;1;0;;
Q26;2014;060785227;060001476;N1000;1;0;;
Q26;2014;060785227;060001476;N2000;1;0;;
Q26;2014;060785227;060001476;N5000;1;0;;
Q26;2014;060788957;060785011;N2000;1;0;;
Q26;2014;060789195;060785011;M1010;0;1;060791761;060780954
Q26;2014;060789195;060785011;N2000;1;0;;
Q26;2014;060789195;060785011;N4000;1;0;;
Q26;2014;060789674;130037815;N2000;1;0;;
Q26;2014;060789674;130037815;N4000;1;0;;
Q26;2014;060790177;060785011;N2000;1;0;;
Q26;2014;060791860;060790797;N5000;1;;;
Q26;2014;060792090;060790540;N5000;1;0;;
Q26;2014;060792736;060790540;N2000;1;0;;
Q26;2014;060792736;060790540;N5000;1;0;;
Q26;2014;060792850;060790797;N5000;1;;;
Q26;2014;060792900;060790797;N5000;1;;;
Q26;2014;060794013;060790797;N1000;1;0;;
Q26;2014;060794013;060790797;N2000;1;0;;
Q26;2014;060798881;060798873;N1000;0;1;060780715;
Q26;2014;060798881;060798873;N2000;1;1;060780715;
Q26;2014;060798881;060798873;N4000;0;1;060780715;
Q26;2014;060798881;060798873;N5000;0;1;060780715;
Q26;2014;060800166;060780608;N2000;1;;;
Q26;2014;060800166;060780608;N5000;1;;;
Q26;2014;060800174;060800174;M1010;;1;060785011;
Q26;2014;060800182;060002912;N2000;1;1;060780954;
Q26;2014;060800687;060000221;N2000;1;0;;
Q26;2014;060801016;060790540;N2000;1;0;;
Q26;2014;060801016;060790540;N5000;1;0;;
Q26;2014;070000013;070002878;M1000;0;1;260000138;070000609
Q26;2014;070000013;070002878;M2000;0;1;260000013;380000067
Q26;2014;070000013;070002878;M3000;0;1;070000609;
Q26;2014;070000013;070002878;N2000;1;0;;
Q26;2014;070000013;070002878;N5000;;1;070780622;
Q26;2014;070000021;070780101;N1000;0;1;070780218;
Q26;2014;070000021;070780101;N3000;0;1;070780218;
Q26;2014;070000039;070780119;N4000;0;1;070005558;
Q26;2014;070000047;070780127;N2000;1;0;;
Q26;2014;070000070;070780150;M1010;0;1;260000021;260000682
Q26;2014;070000070;070780150;N2000;0;1;260000021;
Q26;2014;070000070;070780150;N5000;0;1;070780374;
Q26;2014;070000112;070780218;N1000;0;1;070000021;
Q26;2014;070000112;070780218;N2000;0;1;070000021;
Q26;2014;070000179;070780358;M1010;1;1;420784878;
Q26;2014;070000179;070780358;N1000;0;1;690781810;
Q26;2014;070000179;070780358;N2000;1;0;;
Q26;2014;070000187;070780366;M1000;1;0;;
Q26;2014;070000187;070780366;M1010;1;1;260000013;
Q26;2014;070000187;070780366;M2000;1;0;;
Q26;2014;070000187;070780366;M3000;1;1;260000682;
Q26;2014;070000187;070780366;N3000;0;1;070000203;
Q26;2014;070000203;070780382;M1010;0;1;070780358;
Q26;2014;070000203;070780382;N3000;0;1;070780358;
Q26;2014;070000203;070780382;N5000;1;0;;
Q26;2014;070006168;300016847;N2000;0;1;;
Q26;2014;070780168;070000088;N2000;1;0;;
Q26;2014;070780226;300016847;N1000;;1;070780101;
Q26;2014;070780226;300016847;N2000;;1;070780101;
Q26;2014;070780226;300016847;N3000;;1;070780218;
Q26;2014;070780226;300016847;N5000;;1;070780101;
Q26;2014;070780234;750721300;M1010;0;1;260000021;
Q26;2014;070780234;750721300;N2000;1;0;;
Q26;2014;070780234;750721300;N5000;1;0;;
Q26;2014;070780242;070000120;N2000;1;0;;
Q26;2014;070780242;070000120;N3000;0;1;260000138;
Q26;2014;070780317;630786754;M1010;0;1;260003264;070780127
Q26;2014;070780317;630786754;N2000;0;1;260003264;260000823
Q26;2014;070780390;070000211;M1010;;1;070780358;
Q26;2014;070780390;070000211;N1000;;1;070780358;070780374
Q26;2014;070780390;070000211;N2000;;1;070780358;
Q26;2014;070780390;070000211;N3000;1;1;070780358;
Q26;2014;070780390;070000211;N5000;;1;070780358;
Q26;2014;070780408;070000229;N2000;1;0;;
Q26;2014;070780424;070000245;N2000;1;1;260006267;
Q26;2014;070784897;750820680;M1000;1;1;070005566;
Q26;2014;070784897;750820680;M1010;1;1;070005566;
Q26;2014;070784897;750820680;M3000;1;1;070005566;
Q26;2014;070784897;750820680;N2000;1;0;;
Q26;2014;070784897;750820680;N3000;1;0;;
Q26;2014;070784897;750820680;N5000;1;1;070780101;
Q26;2014;070786231;690796552;N2000;1;0;;
Q26;2014;080000110;080000037;M2000;0;1;080000615;
Q26;2014;080000110;080000037;M3000;0;1;080000615;
Q26;2014;080000136;750055311;N2000;;1;080010523;
Q26;2014;080000136;750055311;N3000;;1;080010523;
Q26;2014;080000219;080001969;M1010;0;1;510000029;
Q26;2014;080000219;080001969;M2000;0;1;020000519;
Q26;2014;080000219;080001969;N1000;0;1;510000052;
Q26;2014;080000250;540019726;M3000;0;1;510000029;
Q26;2014;080000250;540019726;N2000;1;0;;
Q26;2014;080000276;080001969;M1010;0;1;510000029;
Q26;2014;080000276;080001969;N1000;0;1;510000052;
Q26;2014;080000284;080000060;M3000;;1;080000425;
Q26;2014;080000284;080000060;N1000;;1;080000425;
Q26;2014;080000284;080000060;N2000;;1;080000425;
Q26;2014;080000284;080000060;N4000;;1;080000425;
Q26;2014;080000318;080000086;N1000;0;1;520780081;
Q26;2014;080000425;080000615;M1010;0;1;510000029;
Q26;2014;080000425;080000615;M2000;0;1;510000029;080000110
Q26;2014;080000425;080000615;M3000;1;1;080000110;
Q26;2014;080000425;080000615;N5000;0;1;080000037;
Q26;2014;080005960;080000615;M1000;1;0;;
Q26;2014;080005960;080000615;M1010;1;0;;
Q26;2014;080010523;750043994;M1000;0;1;080000615;
Q26;2014;080010523;750043994;M1010;0;1;080000615;
Q26;2014;090000175;090781774;M1010;1;1;310000484;
Q26;2014;090000175;090781774;M2000;1;1;310000484;
Q26;2014;090000175;090781774;M3000;0;1;090000183;660000084
Q26;2014;090000175;090781774;N2000;1;1;090780107;090000183
Q26;2014;090000183;090781816;N2000;1;0;;
Q26;2014;090000217;090782251;M3000;1;1;090180019;
Q26;2014;090000217;090782251;N1000;0;1;090180019;
Q26;2014;090001629;090780107;M1000;;1;090781774;
Q26;2014;090001629;090780107;M1010;;1;090781774;
Q26;2014;090001629;090780107;M2000;;1;090781774;
Q26;2014;090001629;090780107;N1000;;1;090781774;
Q26;2014;090001629;090780107;N2000;1;1;090781774;
Q26;2014;090002478;090002429;N2000;;1;090002296;
Q26;2014;090002478;090002429;N5000;;1;090002296;
Q26;2014;100000090;100000017;M1000;0;1;510000029;510000516
Q26;2014;100000090;100000017;M3000;0;1;120780044;
Q26;2014;100000090;100000017;N2000;1;0;;
Q26;2014;100000116;100000041;N2000;1;0;;
Q26;2014;100000116;100000041;N5000;0;1;100000033;
Q26;2014;100000140;100000058;N5000;1;0;;
Q26;2014;100002351;100000561;M1010;1;0;;
Q26;2014;100002351;100000561;M3000;1;0;;
Q26;2014;100002351;100000561;N2000;1;0;;
Q26;2014;100006493;100000017;N2000;1;0;;
Q26;2014;100007285;140017617;N2000;1;0;;
Q26;2014;100007285;140017617;N5000;1;0;;
Q26;2014;100009083;750721235;N2000;1;0;;
Q26;2014;110000023;110780061;M1010;1;1;110786324;110000056
Q26;2014;110000023;110780061;M2000;1;0;;
Q26;2014;110000023;110780061;M3000;0;1;110786324;
Q26;2014;110000023;110780061;N2000;1;1;110786324;
Q26;2014;110000049;110780087;M1010;0;1;110780061;
Q26;2014;110000049;110780087;M2000;0;1;110780061;
Q26;2014;110000056;110780137;M1000;1;;;
Q26;2014;110000056;110780137;M1010;1;1;660780180;
Q26;2014;110000056;110780137;M2000;1;1;660780180;340780055
Q26;2014;110000056;110780137;N2000;1;;;
Q26;2014;110000056;110780137;N4000;;1;110780772;
Q26;2014;110000247;110780772;M1000;;1;110000262;110780061
Q26;2014;110000247;110780772;M3000;;1;110780137;
Q26;2014;110000262;110781010;M3000;0;1;110780137;
Q26;2014;110000262;110781010;N1000;0;1;110780137;
Q26;2014;110000262;110781010;N5000;0;1;110780137;
Q26;2014;110003118;110007341;N2000;1;0;;
Q26;2014;110004942;310021324;N2000;1;0;;
Q26;2014;110005394;750047367;N2000;1;0;;
Q26;2014;110780152;110000064;N1000;1;;;
Q26;2014;110780152;110000064;N2000;1;;;
Q26;2014;110780186;110000072;N4000;1;;;
Q26;2014;110780186;110000072;N5000;1;;;
Q26;2014;110780228;110000114;N2000;1;0;;
Q26;2014;120000054;120780069;M1000;1;;;
Q26;2014;120000054;120780069;M1010;1;;;
Q26;2014;120000054;120780069;M2000;1;;;
Q26;2014;120000054;120780069;M3000;1;;;
Q26;2014;120000054;120780069;N5000;1;0;;
Q26;2014;120000070;120780085;M1010;0;1;120000039;
Q26;2014;120000070;120780085;M3000;0;1;120000054;
Q26;2014;120000070;120780085;N2000;1;0;;
Q26;2014;120000070;120780085;N5000;0;1;460780083;
Q26;2014;120000088;120780093;N1000;;1;120780101;120780481
Q26;2014;120000088;120780093;N2000;;1;120780101;
Q26;2014;120000096;120780101;M3000;;1;120780093;
Q26;2014;120000096;120780101;N1000;;1;120780093;
Q26;2014;120000096;120780101;N5000;;1;120780093;
Q26;2014;120000153;120780291;N1000;;1;120004528;
Q26;2014;120000153;120780291;N5000;;1;120004528;
Q26;2014;120000237;120780481;M3000;0;1;120780093;
Q26;2014;120000237;120780481;N1000;0;1;120780101;
Q26;2014;120000237;120780481;N2000;0;1;120780101;
Q26;2014;120000237;120780481;N4000;0;1;120780101;
Q26;2014;120000237;120780481;N5000;0;1;120780101;
Q26;2014;120004569;120004528;M1010;1;1;340780477;
Q26;2014;120004569;120004528;N1000;0;1;340780477;
Q26;2014;120004569;120004528;N2000;1;0;;
Q26;2014;120004668;120004619;M1000;1;0;;
Q26;2014;120004668;120004619;M1010;1;0;;
Q26;2014;120004668;120004619;M2000;1;1;300000023;120004569
Q26;2014;120004668;120004619;M3000;1;1;120004569;
Q26;2014;120004668;120004619;N2000;1;1;120782321;
Q26;2014;120780143;120000112;N2000;1;0;;
Q26;2014;120780283;630786754;N2000;1;1;120780069;
Q26;2014;120780325;120004528;M1010;1;0;;
Q26;2014;120780325;120004528;M2000;0;1;340780477;
Q26;2014;120783097;120004528;N2000;1;0;;
Q26;2014;130000235;130780554;M1010;1;0;;
Q26;2014;130000409;130041916;M1000;;1;130811102;
Q26;2014;130000409;130041916;M1010;;1;130781131;130784127
Q26;2014;130000409;130041916;M2000;;1;130782634;130786049
Q26;2014;130000409;130041916;N1000;;1;040788879;
Q26;2014;130000409;130041916;N2000;1;1;130041916;130781131
Q26;2014;130000409;130041916;N5000;;1;;
Q26;2014;130000565;130781446;M1000;0;1;130786494;
Q26;2014;130000565;130781446;M3000;0;1;130026388;
Q26;2014;130000565;130781446;N1000;;1;130786049;
Q26;2014;130000565;130781446;N2000;1;0;;
Q26;2014;130001225;130782634;M1000;1;1;130789274;840000137
Q26;2014;130001225;130782634;M1010;1;1;130041916;130786049
Q26;2014;130001225;130782634;M2000;0;1;130781131;
Q26;2014;130001225;130782634;M3000;1;0;;
Q26;2014;130001258;130028228;N2000;1;0;;
Q26;2014;130001647;130784127;N1000;1;;;
Q26;2014;130001647;130784127;N2000;1;;;
Q26;2014;130001647;130784127;N5000;1;;;
Q26;2014;130002496;130786494;M1000;;1;130001928;
Q26;2014;130002496;130786494;M1010;;1;130781446;
Q26;2014;130002694;040000481;M1000;1;0;;
Q26;2014;130002694;040000481;M1010;1;0;;
Q26;2014;130002694;040000481;N2000;1;0;;
Q26;2014;130002835;130789316;M1010;1;0;;
Q26;2014;130002835;130789316;M2000;1;0;;
Q26;2014;130002835;130789316;M3000;1;0;;
Q26;2014;130002835;130789316;N2000;1;0;;
Q26;2014;130008048;130043169;M1000;1;1;130784234;
Q26;2014;130008048;130043169;M1010;1;1;130784234;
Q26;2014;130008048;130043169;M3000;;1;130043904;
Q26;2014;130008048;130043169;N1000;0;1;130043904;
Q26;2014;130008048;130043169;N2000;1;0;;
Q26;2014;130008048;130043169;N4000;0;1;130043904;
Q26;2014;130008238;130044118;N2000;1;0;;
Q26;2014;130021488;130021439;N2000;1;;;
Q26;2014;130021819;130021769;N2000;1;;;
Q26;2014;130022619;130810161;N2000;1;;;
Q26;2014;130022619;130810161;N5000;1;;;
Q26;2014;130024268;130006794;N2000;1;;;
Q26;2014;130034614;130006810;N4000;1;;;
Q26;2014;130035793;130013139;N2000;1;0;;
Q26;2014;130037922;130037823;M3000;1;;;
Q26;2014;130037922;130037823;N1000;1;;;
Q26;2014;130037922;130037823;N2000;1;;;
Q26;2014;130042096;130042062;N1000;0;1;130810740;130786361
Q26;2014;130042096;130042062;N4000;0;1;130810740;130786361
Q26;2014;130042096;130042062;N5000;0;1;130810740;130786361
Q26;2014;130043318;130043300;N2000;1;;;
Q26;2014;130043508;250002284;N2000;1;1;130786049;
Q26;2014;130043664;130002157;N2000;1;;;
Q26;2014;130043854;130037815;N2000;1;;;
Q26;2014;130780083;130000060;M1010;1;;;
Q26;2014;130780083;130000060;N1000;1;;;
Q26;2014;130780083;130000060;N2000;1;;;
Q26;2014;130780083;130000060;N4000;1;;;
Q26;2014;130780083;130000060;N5000;1;;;
Q26;2014;130780521;130786049;M1000;1;1;130789316;
Q26;2014;130780521;130786049;M1010;;1;130789316;2A0000386
Q26;2014;130780521;130786049;M2000;0;1;830100616;
Q26;2014;130780521;130786049;M3000;0;1;130041916;
Q26;2014;130781065;130000417;N2000;1;0;;
Q26;2014;130781289;130002447;N2000;1;0;;
Q26;2014;130781370;130000532;N1000;1;;;
Q26;2014;130781479;130000599;N2000;1;0;;
Q26;2014;130781594;130010648;N1000;0;1;130784697;
Q26;2014;130781768;130000763;N3000;0;1;130002215;
Q26;2014;130781867;130000813;N2000;1;;;
Q26;2014;130782071;130002454;N4000;1;0;;
Q26;2014;130782097;130000938;N2000;1;0;;
Q26;2014;130782097;130000938;N5000;1;0;;
Q26;2014;130782147;130000979;N2000;1;;;
Q26;2014;130782162;130000987;N2000;1;;;
Q26;2014;130782303;920000395;N5000;1;0;;
Q26;2014;130782444;130001100;N2000;1;0;;
Q26;2014;130782451;130001118;N2000;1;;;
Q26;2014;130782493;130001134;N2000;1;0;;
Q26;2014;130782493;130001134;N5000;1;0;;
Q26;2014;130783152;130001365;M1010;1;;;
Q26;2014;130783152;130001365;M3000;1;;;
Q26;2014;130783152;130001365;N4000;1;;;
Q26;2014;130783236;130786049;M2000;0;1;130041916;130789316
Q26;2014;130783327;130001415;N5000;1;;;
Q26;2014;130783475;130001431;N2000;1;0;;
Q26;2014;130783665;130043722;N2000;1;0;;
Q26;2014;130783723;130001456;N2000;1;0;;
Q26;2014;130783723;130001456;N4000;1;0;;
Q26;2014;130783830;130001514;N2000;1;0;;
Q26;2014;130784051;130037823;N2000;1;0;;
Q26;2014;130784226;130804032;M1010;0;1;130786049;
Q26;2014;130784580;750043994;N2000;1;0;;
Q26;2014;130784598;130001852;M3000;0;1;130786049;
Q26;2014;130784598;130001852;N2000;1;;;
Q26;2014;130784598;130001852;N4000;1;;;
Q26;2014;130784713;130038847;N2000;1;;;
Q26;2014;130784812;130001985;N1000;0;1;130784291;
Q26;2014;130784903;130002041;N2000;1;0;;
Q26;2014;130784952;130014228;N4000;1;;;
Q26;2014;130785462;130002207;N2000;1;0;;
Q26;2014;130785652;130014228;M1010;1;;;
Q26;2014;130785652;130014228;N1000;1;;;
Q26;2014;130785652;130014228;N2000;1;;;
Q26;2014;130785652;130014228;N4000;1;;;
Q26;2014;130785652;130014228;N5000;1;;;
Q26;2014;130785678;130002249;N2000;1;;;
Q26;2014;130785975;310021340;N2000;1;;;
Q26;2014;130785983;130002306;N2000;1;0;;
Q26;2014;130786023;130002330;N2000;1;;;
Q26;2014;130786296;130002421;M1000;1;0;;
Q26;2014;130786296;130002421;M1010;1;0;;
